flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2011-2012,2012-11,Piedmont,32.0,225.0,42019.0,5.35,35.0,18.78,27.0,6.62,119.0,4.44,44.0,4.74
2011-2012,2012-11,Aosta Valley,3.0,14.0,4014.0,3.49,2.0,5.17,3.0,5.77,8.0,3.64,1.0,1.1
2011-2012,2012-11,Lombardy,133.0,225.0,188557.0,1.19,33.0,2.44,42.0,1.83,134.0,1.2,16.0,0.4
2011-2012,2012-11,AP Bolzano,7.0,14.0,11243.0,1.25,5.0,24.39,4.0,3.55,4.0,0.53,1.0,0.42
2011-2012,2012-11,AP Trento,9.0,35.0,12240.0,2.86,6.0,10.31,6.0,4.13,17.0,2.23,6.0,2.33
2011-2012,2012-11,Veneto,80.0,160.0,103671.0,1.54,7.0,0.96,15.0,1.07,123.0,2.05,15.0,0.67
2011-2012,2012-11,Friuli-Venezia Giulia,15.0,35.0,19779.0,1.77,4.0,4.16,7.0,2.77,20.0,1.74,4.0,0.84
2011-2012,2012-11,Liguria,37.0,68.0,44977.0,1.51,16.0,6.32,11.0,2.43,38.0,1.45,3.0,0.26
2011-2012,2012-11,Emilia-Romagna,44.0,124.0,58406.0,2.12,24.0,5.16,35.0,3.91,53.0,1.66,12.0,0.94
2011-2012,2012-11,Tuscany,42.0,112.0,53540.0,2.09,14.0,5.14,19.0,3.12,61.0,1.92,18.0,1.38
2011-2012,2012-11,Umbria,12.0,39.0,14911.0,2.62,11.0,8.81,15.0,5.93,8.0,1.01,5.0,1.57
2011-2012,2012-11,Marche,8.0,30.0,9743.0,3.08,4.0,3.94,4.0,1.82,19.0,4.08,3.0,1.6
2011-2012,2012-11,Lazio,59.0,143.0,77403.0,1.85,24.0,5.68,32.0,3.86,78.0,1.58,9.0,0.58
2011-2012,2012-11,Abruzzo,16.0,75.0,15014.0,5.0,24.0,13.1,21.0,6.43,21.0,2.92,9.0,3.31
2011-2012,2012-11,Molise,15.0,43.0,17234.0,2.5,8.0,4.18,10.0,2.87,20.0,2.29,5.0,1.61
2011-2012,2012-11,Campania,30.0,79.0,36951.0,2.14,27.0,8.24,21.0,3.02,27.0,1.28,4.0,0.71
2011-2012,2012-11,Apulia,91.0,179.0,115368.0,1.55,18.0,2.43,41.0,2.67,98.0,1.37,22.0,1.04
2011-2012,2012-11,Basilicata,1.0,2.0,1511.0,1.32,0.0,0.0,0.0,0.0,2.0,1.71,0.0,0.0
2011-2012,2012-11,Calabria,14.0,94.0,18350.0,5.12,21.0,10.96,39.0,10.09,28.0,2.88,6.0,2.12
2011-2012,2012-11,Sicily,41.0,128.0,53339.0,2.4,14.0,7.61,15.0,4.14,80.0,2.2,19.0,1.66
2011-2012,2012-11,Sardinia,6.0,37.0,5786.0,6.39,10.0,13.72,20.0,11.93,7.0,2.93,0.0,0.0
2011-2012,2012-12,Piedmont,33.0,149.0,44447.0,3.35,17.0,8.99,28.0,6.73,87.0,3.12,17.0,1.62
2011-2012,2012-12,Aosta Valley,2.0,3.0,2373.0,1.26,2.0,5.17,1.0,1.99,0.0,0.0,0.0,0.0
2011-2012,2012-12,Lombardy,134.0,148.0,185881.0,0.8,30.0,1.91,27.0,1.02,78.0,0.74,13.0,0.34
2011-2012,2012-12,AP Bolzano,7.0,14.0,11699.0,1.2,3.0,14.56,4.0,3.28,7.0,0.89,0.0,0.0
2011-2012,2012-12,AP Trento,10.0,20.0,13490.0,1.48,4.0,4.44,4.0,1.89,10.0,1.25,2.0,0.81
2011-2012,2012-12,Veneto,77.0,93.0,100131.0,0.93,3.0,0.41,12.0,0.86,69.0,1.2,9.0,0.42
2011-2012,2012-12,Friuli-Venezia Giulia,12.0,18.0,16624.0,1.08,3.0,2.09,3.0,1.39,8.0,0.86,4.0,1.07
2011-2012,2012-12,Liguria,38.0,55.0,46028.0,1.19,9.0,3.55,8.0,1.77,31.0,1.15,7.0,0.58
2011-2012,2012-12,Emilia-Romagna,49.0,74.0,65634.0,1.13,19.0,3.58,20.0,1.88,32.0,0.89,3.0,0.22
2011-2012,2012-12,Tuscany,44.0,46.0,55605.0,0.83,2.0,0.87,5.0,0.93,35.0,1.02,4.0,0.29
2011-2012,2012-12,Umbria,10.0,16.0,11850.0,1.35,7.0,5.6,5.0,2.02,3.0,0.52,1.0,0.43
2011-2012,2012-12,Marche,9.0,20.0,11023.0,1.81,0.0,0.0,0.0,0.0,19.0,3.3,1.0,0.48
2011-2012,2012-12,Lazio,60.0,140.0,76700.0,1.83,18.0,3.98,30.0,3.38,81.0,1.68,11.0,0.73
2011-2012,2012-12,Abruzzo,20.0,78.0,17823.0,4.38,33.0,12.19,29.0,6.25,11.0,1.45,5.0,1.73
2011-2012,2012-12,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-12,Campania,10.0,68.0,12191.0,5.58,18.0,24.13,21.0,12.73,26.0,3.41,3.0,1.38
2011-2012,2012-12,Apulia,103.0,99.0,132920.0,0.74,21.0,2.75,19.0,1.17,45.0,0.53,14.0,0.58
2011-2012,2012-12,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-12,Calabria,13.0,78.0,16649.0,4.68,30.0,13.41,24.0,5.35,19.0,2.47,5.0,2.23
2011-2012,2012-12,Sicily,41.0,114.0,55627.0,2.05,6.0,4.88,24.0,8.37,69.0,1.75,15.0,1.24
2011-2012,2012-12,Sardinia,6.0,19.0,5548.0,3.42,13.0,12.21,6.0,2.52,0.0,0.0,0.0,0.0
2011-2012,2012-13,Piedmont,34.0,99.0,45388.0,2.18,17.0,10.34,17.0,4.53,48.0,1.63,17.0,1.62
2011-2012,2012-13,Aosta Valley,4.0,5.0,5503.0,0.91,3.0,7.75,0.0,0.0,2.0,0.62,0.0,0.0
2011-2012,2012-13,Lombardy,130.0,158.0,181083.0,0.87,31.0,2.06,29.0,1.13,79.0,0.76,19.0,0.52
2011-2012,2012-13,AP Bolzano,4.0,3.0,6553.0,0.46,0.0,0.0,0.0,0.0,3.0,0.61,0.0,0.0
2011-2012,2012-13,AP Trento,10.0,27.0,14107.0,1.91,4.0,6.87,3.0,2.06,18.0,1.95,2.0,0.71
2011-2012,2012-13,Veneto,66.0,41.0,84109.0,0.49,1.0,0.16,8.0,0.69,29.0,0.6,3.0,0.16
2011-2012,2012-13,Friuli-Venezia Giulia,14.0,27.0,18993.0,1.42,3.0,2.05,6.0,3.06,14.0,1.26,4.0,0.89
2011-2012,2012-13,Liguria,36.0,36.0,44855.0,0.8,10.0,4.88,4.0,1.02,21.0,0.78,1.0,0.08
2011-2012,2012-13,Emilia-Romagna,49.0,72.0,66071.0,1.09,20.0,4.19,15.0,1.6,29.0,0.77,8.0,0.55
2011-2012,2012-13,Tuscany,42.0,40.0,54043.0,0.74,4.0,1.87,0.0,0.0,29.0,0.88,7.0,0.52
2011-2012,2012-13,Umbria,8.0,9.0,9602.0,0.94,5.0,5.24,4.0,2.04,0.0,0.0,0.0,0.0
2011-2012,2012-13,Marche,6.0,11.0,7481.0,1.47,0.0,0.0,1.0,1.24,9.0,1.98,1.0,0.57
2011-2012,2012-13,Lazio,59.0,83.0,76437.0,1.09,17.0,3.54,16.0,1.72,46.0,0.97,4.0,0.27
2011-2012,2012-13,Abruzzo,15.0,26.0,13191.0,1.97,7.0,3.39,10.0,2.74,7.0,1.31,2.0,0.93
2011-2012,2012-13,Molise,14.0,39.0,16492.0,2.36,13.0,9.0,7.0,2.27,17.0,2.08,2.0,0.53
2011-2012,2012-13,Campania,31.0,77.0,39496.0,1.95,14.0,5.45,19.0,3.36,41.0,1.65,3.0,0.47
2011-2012,2012-13,Apulia,100.0,50.0,128995.0,0.39,4.0,0.51,9.0,0.59,31.0,0.38,6.0,0.26
2011-2012,2012-13,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-13,Calabria,14.0,55.0,18448.0,2.98,14.0,7.45,12.0,3.14,27.0,2.75,2.0,0.68
2011-2012,2012-13,Sicily,46.0,110.0,59608.0,1.85,12.0,7.39,16.0,4.51,64.0,1.53,18.0,1.42
2011-2012,2012-13,Sardinia,5.0,7.0,4492.0,1.56,5.0,6.86,2.0,1.2,0.0,0.0,0.0,0.0
2011-2012,2012-14,Piedmont,25.0,93.0,33646.0,2.76,13.0,10.9,12.0,4.68,54.0,2.47,14.0,1.74
2011-2012,2012-14,Aosta Valley,3.0,4.0,4619.0,0.87,0.0,0.0,0.0,0.0,4.0,1.25,0.0,0.0
2011-2012,2012-14,Lombardy,116.0,101.0,163602.0,0.62,25.0,1.99,17.0,0.79,48.0,0.51,11.0,0.32
2011-2012,2012-14,AP Bolzano,6.0,9.0,10415.0,0.86,0.0,0.0,0.0,0.0,9.0,1.17,0.0,0.0
2011-2012,2012-14,AP Trento,10.0,12.0,13531.0,0.89,8.0,8.89,3.0,1.42,1.0,0.12,0.0,0.0
2011-2012,2012-14,Veneto,58.0,13.0,75448.0,0.17,0.0,0.0,1.0,0.11,11.0,0.25,1.0,0.06
2011-2012,2012-14,Friuli-Venezia Giulia,11.0,4.0,15021.0,0.27,0.0,0.0,0.0,0.0,4.0,0.48,0.0,0.0
2011-2012,2012-14,Liguria,39.0,31.0,47146.0,0.66,9.0,3.03,5.0,1.01,16.0,0.59,1.0,0.08
2011-2012,2012-14,Emilia-Romagna,38.0,38.0,52363.0,0.73,3.0,1.23,10.0,1.72,17.0,0.53,8.0,0.65
2011-2012,2012-14,Tuscany,41.0,25.0,51090.0,0.49,0.0,0.0,2.0,0.34,19.0,0.63,4.0,0.33
2011-2012,2012-14,Umbria,8.0,8.0,9742.0,0.82,5.0,5.24,1.0,0.5,2.0,0.41,0.0,0.0
2011-2012,2012-14,Marche,5.0,20.0,6357.0,3.15,0.0,0.0,1.0,4.17,16.0,3.46,3.0,2.01
2011-2012,2012-14,Lazio,45.0,42.0,57320.0,0.73,10.0,2.17,8.0,0.96,20.0,0.59,4.0,0.37
2011-2012,2012-14,Abruzzo,14.0,22.0,12324.0,1.79,7.0,3.39,7.0,1.97,3.0,0.6,5.0,2.93
2011-2012,2012-14,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-14,Campania,7.0,26.0,7742.0,3.36,7.0,7.44,15.0,6.71,4.0,1.16,0.0,0.0
2011-2012,2012-14,Apulia,82.0,29.0,104745.0,0.28,4.0,0.54,7.0,0.5,14.0,0.22,4.0,0.22
2011-2012,2012-14,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-14,Calabria,11.0,40.0,13978.0,2.86,7.0,3.96,14.0,3.68,17.0,2.64,2.0,1.02
2011-2012,2012-14,Sicily,46.0,93.0,60150.0,1.55,14.0,11.08,13.0,4.3,58.0,1.35,8.0,0.62
2011-2012,2012-14,Sardinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-15,Piedmont,25.0,83.0,32574.0,2.55,6.0,4.44,7.0,2.2,57.0,2.74,13.0,1.8
2011-2012,2012-15,Aosta Valley,4.0,6.0,5503.0,1.09,1.0,2.58,0.0,0.0,4.0,1.24,1.0,0.74
2011-2012,2012-15,Lombardy,131.0,72.0,186883.0,0.39,18.0,1.42,7.0,0.32,43.0,0.38,4.0,0.1
2011-2012,2012-15,AP Bolzano,7.0,4.0,12500.0,0.32,0.0,0.0,0.0,0.0,3.0,0.32,1.0,0.35
2011-2012,2012-15,AP Trento,9.0,15.0,11902.0,1.26,4.0,4.44,3.0,1.44,7.0,1.02,1.0,0.49
2011-2012,2012-15,Veneto,58.0,15.0,75448.0,0.2,4.0,0.84,0.0,0.0,10.0,0.23,1.0,0.06
2011-2012,2012-15,Friuli-Venezia Giulia,11.0,11.0,15059.0,0.73,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.54
2011-2012,2012-15,Liguria,32.0,28.0,38778.0,0.72,7.0,2.77,2.0,0.46,16.0,0.72,3.0,0.31
2011-2012,2012-15,Emilia-Romagna,35.0,29.0,45261.0,0.64,8.0,2.03,5.0,0.61,14.0,0.6,2.0,0.21
2011-2012,2012-15,Tuscany,40.0,26.0,50482.0,0.52,0.0,0.0,3.0,0.5,17.0,0.56,6.0,0.51
2011-2012,2012-15,Umbria,10.0,9.0,11915.0,0.76,7.0,5.6,1.0,0.41,1.0,0.17,0.0,0.0
2011-2012,2012-15,Marche,7.0,33.0,8370.0,3.94,0.0,0.0,3.0,3.31,27.0,5.01,3.0,1.78
2011-2012,2012-15,Lazio,51.0,37.0,65072.0,0.57,3.0,0.96,7.0,1.12,21.0,0.5,6.0,0.45
2011-2012,2012-15,Abruzzo,14.0,21.0,12766.0,1.64,5.0,2.42,7.0,1.94,9.0,1.75,0.0,0.0
2011-2012,2012-15,Molise,13.0,70.0,15297.0,4.58,14.0,8.64,19.0,6.28,33.0,4.19,4.0,1.45
2011-2012,2012-15,Campania,14.0,47.0,16281.0,2.89,4.0,3.4,21.0,6.91,21.0,2.15,1.0,0.43
2011-2012,2012-15,Apulia,87.0,33.0,111827.0,0.3,5.0,0.87,5.0,0.42,20.0,0.27,3.0,0.15
2011-2012,2012-15,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-15,Calabria,14.0,56.0,18763.0,2.98,10.0,6.31,17.0,5.56,27.0,2.47,2.0,0.63
2011-2012,2012-15,Sicily,47.0,82.0,62112.0,1.32,0.0,0.0,2.0,0.66,71.0,1.59,9.0,0.67
2011-2012,2012-15,Sardinia,4.0,1.0,3890.0,0.26,0.0,0.0,0.0,0.0,1.0,0.71,0.0,0.0
2011-2012,2012-16,Piedmont,25.0,89.0,32176.0,2.77,8.0,5.95,12.0,3.97,55.0,2.69,14.0,1.89
2011-2012,2012-16,Aosta Valley,4.0,3.0,5503.0,0.55,0.0,0.0,0.0,0.0,3.0,0.93,0.0,0.0
2011-2012,2012-16,Lombardy,131.0,72.0,186883.0,0.39,18.0,1.42,7.0,0.32,43.0,0.38,4.0,0.1
2011-2012,2012-16,AP Bolzano,7.0,8.0,11243.0,0.71,1.0,4.88,2.0,1.77,5.0,0.66,0.0,0.0
2011-2012,2012-16,AP Trento,12.0,6.0,16025.0,0.37,3.0,2.7,1.0,0.35,2.0,0.22,0.0,0.0
2011-2012,2012-16,Veneto,75.0,21.0,97462.0,0.22,1.0,0.16,2.0,0.16,15.0,0.26,3.0,0.14
2011-2012,2012-16,Friuli-Venezia Giulia,11.0,11.0,15059.0,0.73,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.54
2011-2012,2012-16,Liguria,32.0,28.0,38778.0,0.72,7.0,2.77,2.0,0.46,16.0,0.72,3.0,0.31
2011-2012,2012-16,Emilia-Romagna,30.0,21.0,42115.0,0.5,5.0,3.3,4.0,0.93,12.0,0.47,0.0,0.0
2011-2012,2012-16,Tuscany,40.0,26.0,50482.0,0.52,0.0,0.0,3.0,0.5,17.0,0.56,6.0,0.51
2011-2012,2012-16,Umbria,10.0,9.0,11915.0,0.76,7.0,5.6,1.0,0.41,1.0,0.17,0.0,0.0
2011-2012,2012-16,Marche,4.0,5.0,5370.0,0.93,0.0,0.0,0.0,0.0,5.0,1.27,0.0,0.0
2011-2012,2012-16,Lazio,58.0,30.0,73556.0,0.41,6.0,1.31,6.0,0.7,18.0,0.39,0.0,0.0
2011-2012,2012-16,Abruzzo,14.0,21.0,12766.0,1.64,5.0,2.42,7.0,1.94,9.0,1.75,0.0,0.0
2011-2012,2012-16,Molise,11.0,17.0,12337.0,1.38,2.0,1.04,5.0,1.49,9.0,1.7,1.0,0.56
2011-2012,2012-16,Campania,55.0,106.0,68371.0,1.55,30.0,5.69,33.0,2.7,35.0,0.88,8.0,0.72
2011-2012,2012-16,Apulia,87.0,33.0,111827.0,0.3,5.0,0.87,5.0,0.42,20.0,0.27,3.0,0.15
2011-2012,2012-16,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-16,Calabria,14.0,56.0,18763.0,2.98,10.0,6.31,17.0,5.56,27.0,2.47,2.0,0.63
2011-2012,2012-16,Sicily,47.0,82.0,62112.0,1.32,0.0,0.0,2.0,0.66,71.0,1.59,9.0,0.67
2011-2012,2012-16,Sardinia,3.0,0.0,2970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-17,Piedmont,25.0,25.0,33419.0,0.75,2.0,1.24,4.0,1.21,16.0,0.77,3.0,0.4
2011-2012,2012-17,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-17,Lombardy,98.0,61.0,136404.0,0.45,20.0,2.01,16.0,0.91,24.0,0.3,1.0,0.03
2011-2012,2012-17,AP Bolzano,6.0,12.0,9853.0,1.22,4.0,19.51,5.0,4.46,2.0,0.31,1.0,0.5
2011-2012,2012-17,AP Trento,4.0,7.0,4571.0,1.53,4.0,6.87,2.0,1.54,1.0,0.48,0.0,0.0
2011-2012,2012-17,Veneto,70.0,5.0,90169.0,0.06,0.0,0.0,0.0,0.0,3.0,0.06,2.0,0.1
2011-2012,2012-17,Friuli-Venezia Giulia,8.0,0.0,11063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-17,Liguria,33.0,17.0,38681.0,0.44,4.0,1.58,4.0,0.9,9.0,0.4,0.0,0.0
2011-2012,2012-17,Emilia-Romagna,32.0,13.0,43682.0,0.3,4.0,2.39,4.0,0.96,3.0,0.11,2.0,0.19
2011-2012,2012-17,Tuscany,41.0,20.0,51463.0,0.39,0.0,0.0,0.0,0.0,12.0,0.39,8.0,0.65
2011-2012,2012-17,Umbria,6.0,0.0,7306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-17,Marche,4.0,7.0,4782.0,1.46,0.0,0.0,0.0,0.0,7.0,2.61,0.0,0.0
2011-2012,2012-17,Lazio,51.0,13.0,68283.0,0.19,0.0,0.0,3.0,0.51,7.0,0.15,3.0,0.21
2011-2012,2012-17,Abruzzo,11.0,1.0,9265.0,0.11,0.0,0.0,1.0,0.37,0.0,0.0,0.0,0.0
2011-2012,2012-17,Molise,13.0,20.0,15083.0,1.33,3.0,1.67,4.0,1.52,11.0,1.52,2.0,0.58
2011-2012,2012-17,Campania,36.0,56.0,44876.0,1.25,16.0,5.65,15.0,2.06,22.0,0.78,3.0,0.45
2011-2012,2012-17,Apulia,59.0,15.0,74350.0,0.2,3.0,0.63,1.0,0.1,9.0,0.19,2.0,0.15
2011-2012,2012-17,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,2012-17,Calabria,8.0,10.0,10221.0,0.98,0.0,0.0,0.0,0.0,9.0,1.73,1.0,0.6
2011-2012,2012-17,Sicily,37.0,31.0,48206.0,0.64,0.0,0.0,2.0,1.16,20.0,0.57,9.0,0.82
2011-2012,2012-17,Sardinia,1.0,0.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,Piedmont,30.0,79.0,39112.0,2.02,9.0,3.72,17.0,3.76,41.0,1.75,12.0,1.37
2012-2013,2012-44,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,Lombardy,132.0,95.0,184625.0,0.51,29.0,1.82,8.0,0.29,53.0,1.32,5.0,0.13
2012-2013,2012-44,AP Bolzano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,AP Trento,12.0,13.0,16246.0,0.8,9.0,7.89,2.0,1.0,2.0,0.2,0.0,0.0
2012-2013,2012-44,Veneto,70.0,6.0,90354.0,0.07,0.0,0.0,0.0,0.0,5.0,0.1,1.0,0.05
2012-2013,2012-44,Friuli-Venezia Giulia,13.0,3.0,17908.0,0.17,0.0,0.0,0.0,0.0,1.0,0.21,2.0,0.45
2012-2013,2012-44,Liguria,40.0,28.0,45865.0,0.61,10.0,3.53,5.0,1.14,8.0,0.97,5.0,0.37
2012-2013,2012-44,Emilia-Romagna,19.0,13.0,27098.0,0.48,6.0,4.15,6.0,2.09,1.0,0.06,0.0,0.0
2012-2013,2012-44,Tuscany,46.0,40.0,58245.0,0.69,1.0,0.32,1.0,0.15,31.0,2.29,7.0,0.5
2012-2013,2012-44,Umbria,11.0,0.0,13098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,Marche,3.0,0.0,3192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,Lazio,66.0,48.0,85566.0,0.56,8.0,1.8,5.0,0.54,27.0,0.5,8.0,0.45
2012-2013,2012-44,Abruzzo,9.0,3.0,9996.0,0.3,0.0,0.0,0.0,0.0,2.0,0.9,1.0,0.47
2012-2013,2012-44,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,Campania,6.0,12.0,7121.0,1.69,0.0,0.0,2.0,1.82,8.0,1.77,2.0,1.69
2012-2013,2012-44,Apulia,114.0,26.0,149133.0,0.17,5.0,0.75,0.0,0.0,16.0,0.46,5.0,0.17
2012-2013,2012-44,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-44,Calabria,13.0,21.0,16402.0,1.28,9.0,4.48,2.0,0.47,10.0,3.31,0.0,0.0
2012-2013,2012-44,Sicily,52.0,40.0,67442.0,0.59,0.0,0.0,2.0,0.59,29.0,1.89,9.0,0.56
2012-2013,2012-44,Sardinia,7.0,2.0,7033.0,0.28,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0
2012-2013,2012-45,Piedmont,29.0,62.0,37407.0,1.66,12.0,4.46,6.0,1.19,34.0,1.58,10.0,1.22
2012-2013,2012-45,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-45,Lombardy,134.0,126.0,187947.0,0.67,28.0,1.76,14.0,0.51,80.0,2.26,4.0,0.1
2012-2013,2012-45,AP Bolzano,7.0,5.0,11578.0,0.43,0.0,0.0,1.0,0.84,4.0,0.52,0.0,0.0
2012-2013,2012-45,AP Trento,10.0,14.0,11964.0,1.17,9.0,5.36,3.0,0.97,2.0,0.37,0.0,0.0
2012-2013,2012-45,Veneto,60.0,24.0,78691.0,0.3,0.0,0.0,0.0,0.0,22.0,0.47,2.0,0.11
2012-2013,2012-45,Friuli-Venezia Giulia,16.0,4.0,22398.0,0.18,1.0,0.93,0.0,0.0,2.0,0.36,1.0,0.18
2012-2013,2012-45,Liguria,41.0,31.0,47709.0,0.65,7.0,2.93,6.0,1.5,12.0,1.17,6.0,0.43
2012-2013,2012-45,Emilia-Romagna,28.0,46.0,38369.0,1.2,20.0,7.62,16.0,2.97,10.0,0.47,0.0,0.0
2012-2013,2012-45,Tuscany,43.0,34.0,55357.0,0.61,0.0,0.0,1.0,0.18,28.0,2.55,5.0,0.36
2012-2013,2012-45,Umbria,10.0,4.0,11899.0,0.34,3.0,2.4,0.0,0.0,1.0,1.27,0.0,0.0
2012-2013,2012-45,Marche,5.0,10.0,5554.0,1.8,0.0,0.0,5.0,3.81,4.0,1.57,1.0,0.97
2012-2013,2012-45,Lazio,61.0,61.0,80330.0,0.76,4.0,1.17,3.0,0.4,42.0,0.8,12.0,0.7
2012-2013,2012-45,Abruzzo,13.0,1.0,14510.0,0.07,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0
2012-2013,2012-45,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-45,Campania,21.0,26.0,24640.0,1.06,0.0,0.0,6.0,1.45,14.0,0.97,6.0,1.66
2012-2013,2012-45,Apulia,112.0,32.0,144145.0,0.22,8.0,0.94,3.0,0.18,14.0,0.46,7.0,0.25
2012-2013,2012-45,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-45,Calabria,12.0,24.0,15767.0,1.52,10.0,5.29,6.0,1.54,7.0,3.16,1.0,0.49
2012-2013,2012-45,Sicily,54.0,62.0,69773.0,0.89,0.0,0.0,1.0,0.23,45.0,3.04,16.0,0.99
2012-2013,2012-45,Sardinia,6.0,0.0,5446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-46,Piedmont,33.0,96.0,43389.0,2.21,16.0,6.32,16.0,3.44,53.0,2.02,11.0,1.1
2012-2013,2012-46,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-46,Lombardy,140.0,132.0,195679.0,0.67,42.0,2.37,13.0,0.43,64.0,1.65,13.0,0.33
2012-2013,2012-46,AP Bolzano,6.0,8.0,9046.0,0.88,4.0,17.7,3.0,2.71,1.0,0.17,0.0,0.0
2012-2013,2012-46,AP Trento,12.0,20.0,15081.0,1.33,11.0,6.55,6.0,1.89,3.0,0.39,0.0,0.0
2012-2013,2012-46,Veneto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-46,Friuli-Venezia Giulia,15.0,6.0,20069.0,0.3,0.0,0.0,1.0,0.33,4.0,1.34,1.0,0.21
2012-2013,2012-46,Liguria,36.0,41.0,40918.0,1.0,15.0,6.38,7.0,1.88,11.0,1.41,8.0,0.7
2012-2013,2012-46,Emilia-Romagna,38.0,43.0,49170.0,0.87,15.0,3.24,11.0,1.18,17.0,0.67,0.0,0.0
2012-2013,2012-46,Tuscany,48.0,47.0,61243.0,0.77,0.0,0.0,4.0,0.64,37.0,2.63,6.0,0.39
2012-2013,2012-46,Umbria,11.0,7.0,13575.0,0.52,3.0,2.22,3.0,1.24,1.0,0.89,0.0,0.0
2012-2013,2012-46,Marche,5.0,7.0,5579.0,1.25,0.0,0.0,0.0,0.0,7.0,2.73,0.0,0.0
2012-2013,2012-46,Lazio,65.0,70.0,84664.0,0.83,1.0,0.27,4.0,0.49,57.0,1.04,8.0,0.45
2012-2013,2012-46,Abruzzo,14.0,6.0,14753.0,0.41,2.0,1.14,1.0,0.33,3.0,0.99,0.0,0.0
2012-2013,2012-46,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-46,Campania,26.0,41.0,34094.0,1.2,4.0,1.59,4.0,0.93,30.0,1.38,3.0,0.54
2012-2013,2012-46,Apulia,111.0,31.0,144618.0,0.21,12.0,1.65,4.0,0.26,10.0,0.26,5.0,0.18
2012-2013,2012-46,Basilicata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,2012-46,Calabria,12.0,37.0,15455.0,2.39,15.0,6.83,9.0,1.97,10.0,4.34,3.0,1.59
2012-2013,2012-46,Sicily,51.0,80.0,65479.0,1.22,3.0,1.68,2.0,0.5,63.0,4.37,12.0,0.79
2012-2013,2012-46,Sardinia,9.0,8.0,10091.0,0.79,1.0,0.76,1.0,0.47,4.0,0.84,2.0,1.07
